id,time,long,lat
5938,2008-02-02 16:02:31,116.30046,39.92252
5938,2008-02-02 16:07:33,116.31616,39.92209
5938,2008-02-02 16:12:34,116.33537,39.9217
5938,2008-02-02 16:17:36,116.35714,39.92242
5938,2008-02-02 16:22:38,116.35755,39.91306
5938,2008-02-02 16:27:39,116.36719,39.90861
5938,2008-02-02 16:32:41,116.36797,39.8999
5938,2008-02-02 16:37:42,116.36798,39.89958
5938,2008-02-02 16:43:44,116.36816,39.88847
5938,2008-02-02 16:48:46,116.36801,39.86991
5938,2008-02-02 16:53:48,116.36452,39.85494
5938,2008-02-02 16:58:49,116.36929,39.85542
5938,2008-02-02 17:03:50,116.38576,39.85561
