id,time,long,lat
3253,2008-02-02 16:00:26,116.56441,40.07088
3253,2008-02-02 16:01:14,116.56439,40.0709
3253,2008-02-02 16:05:27,116.5644,40.07088
3253,2008-02-02 16:06:15,116.56434,40.07091
3253,2008-02-02 16:10:29,116.56438,40.07094
3253,2008-02-02 16:11:17,116.56444,40.07088
3253,2008-02-02 16:15:31,116.56442,40.07089
3253,2008-02-02 16:16:19,116.56439,40.0709
3253,2008-02-02 16:20:32,116.56437,40.07091
3253,2008-02-02 16:21:20,116.56438,40.07093
3253,2008-02-02 16:25:34,116.5644,40.07085
3253,2008-02-02 16:26:22,116.56442,40.07086
3253,2008-02-02 16:30:36,116.56436,40.07089
3253,2008-02-02 16:31:24,116.56435,40.07089
3253,2008-02-02 16:35:37,116.56436,40.07092
3253,2008-02-02 16:36:25,116.56437,40.07094
3253,2008-02-02 16:40:39,116.56436,40.07089
3253,2008-02-02 16:41:27,116.56433,40.0709
3253,2008-02-02 16:45:41,116.56438,40.071
3253,2008-02-02 16:46:28,116.56435,40.07097
3253,2008-02-02 16:50:42,116.56436,40.07097
3253,2008-02-02 16:51:30,116.56435,40.07096
3253,2008-02-02 16:55:44,116.56435,40.07091
3253,2008-02-02 16:56:32,116.56436,40.07096
3253,2008-02-02 17:05:47,116.56436,40.07095
