id,time,long,lat
6579,2008-02-02 16:01:01,116.29376,40.09237
6579,2008-02-02 16:03:32,116.29562,40.08825
6579,2008-02-02 16:06:03,116.30689,40.07303
6579,2008-02-02 16:08:34,116.3171,40.07481
6579,2008-02-02 16:08:37,116.3171,40.0748
6579,2008-02-02 16:11:05,116.31527,40.08027
6579,2008-02-02 16:13:36,116.31274,40.08581
6579,2008-02-02 16:13:38,116.31281,40.08565
6579,2008-02-02 16:16:06,116.31688,40.07656
6579,2008-02-02 16:18:40,116.30736,40.07247
6579,2008-02-02 16:21:08,116.30046,40.08131
6579,2008-02-02 16:23:39,116.289,40.08216
6579,2008-02-02 16:23:42,116.28892,40.08227
6579,2008-02-02 16:26:10,116.29966,40.08085
6579,2008-02-02 16:28:41,116.30736,40.07244
6579,2008-02-02 16:28:44,116.30754,40.07227
6579,2008-02-02 16:31:12,116.30726,40.0726
6579,2008-02-02 16:33:43,116.31509,40.06355
6579,2008-02-02 16:36:13,116.30221,40.05626
6579,2008-02-02 16:38:44,116.29235,40.04962
6579,2008-02-02 16:38:47,116.29247,40.04927
6579,2008-02-02 16:41:15,116.30187,40.03964
6579,2008-02-02 16:43:46,116.30427,40.03527
6579,2008-02-02 16:43:49,116.30419,40.03509
6579,2008-02-02 16:46:17,116.30734,40.0257
6579,2008-02-02 16:48:48,116.30968,40.01692
6579,2008-02-02 16:51:19,116.30972,40.00452
6579,2008-02-02 16:53:59,116.30339,39.99805
6579,2008-02-02 16:56:20,116.28928,39.99573
6579,2008-02-02 16:58:51,116.28061,40.00057
6579,2008-02-02 16:58:54,116.28058,40.00055
6579,2008-02-02 17:01:22,116.27138,40.00145
