id,time,long,lat
3183,2008-02-02 16:04:51,116.35565,39.94215
3183,2008-02-02 16:09:51,116.35294,39.93157
3183,2008-02-02 16:14:51,116.35037,39.93082
3183,2008-02-02 16:19:51,116.35036,39.91391
3183,2008-02-02 16:24:50,116.34383,39.89987
3183,2008-02-02 16:29:51,116.33689,39.8979
3183,2008-02-02 16:34:51,116.33697,39.89781
3183,2008-02-02 16:39:50,116.34005,39.90206
3183,2008-02-02 16:44:51,116.34277,39.87739
3183,2008-02-02 16:49:52,116.3407,39.86716
3183,2008-02-02 16:54:52,116.34417,39.87579
3183,2008-02-02 16:59:52,116.34282,39.89023
3183,2008-02-02 17:04:52,116.34605,39.89677
