id,time,long,lat
6806,2008-02-02 16:04:11,116.3425,39.92112
6806,2008-02-02 16:09:13,116.33808,39.9219
6806,2008-02-02 16:14:15,116.31985,39.92491
6806,2008-02-02 16:19:16,116.32473,39.93099
6806,2008-02-02 16:24:18,116.33305,39.92681
6806,2008-02-02 16:29:20,116.33827,39.92277
6806,2008-02-02 16:34:22,116.34045,39.92163
6806,2008-02-02 16:39:24,116.34693,39.92109
6806,2008-02-02 16:49:27,116.30387,39.92286
6806,2008-02-02 16:54:29,116.27624,39.92317
6806,2008-02-02 16:59:31,116.26929,39.96037
6806,2008-02-02 17:04:33,116.24934,39.98071
