id,time,long,lat
673,2008-02-02 16:04:45,116.31456,39.84493
673,2008-02-02 16:06:44,116.31076,39.8429
673,2008-02-02 16:11:44,116.32733,39.84749
673,2008-02-02 16:21:44,116.30388,39.86722
673,2008-02-02 16:26:44,116.30387,39.86718
673,2008-02-02 16:31:44,116.30391,39.86711
673,2008-02-02 16:36:44,116.30394,39.86706
673,2008-02-02 16:41:44,116.30397,39.86703
673,2008-02-02 16:46:44,116.30398,39.86703
673,2008-02-02 16:51:44,116.30397,39.86703
673,2008-02-02 16:56:44,116.30396,39.86704
673,2008-02-02 17:01:44,116.30395,39.86706
