id,time,long,lat
7123,2008-02-02 16:01:24,116.34093,39.85304
7123,2008-02-02 16:03:52,116.33914,39.86054
7123,2008-02-02 16:06:25,116.32998,39.86621
7123,2008-02-02 16:08:54,116.32603,39.86688
7123,2008-02-02 16:11:27,116.31535,39.86819
7123,2008-02-02 16:13:56,116.31875,39.87076
7123,2008-02-02 16:16:29,116.32381,39.87581
7123,2008-02-02 16:18:57,116.33045,39.87388
7123,2008-02-02 16:21:30,116.33042,39.87383
7123,2008-02-02 16:27:05,116.33042,39.87382
7123,2008-02-02 18:21:53,116.33037,39.87388
