id,time,long,lat
1683,2008-02-02 16:01:58,116.32678,39.9023
1683,2008-02-02 16:06:58,116.32678,39.9023
1683,2008-02-02 16:11:58,116.32667,39.90217
1683,2008-02-02 16:16:58,116.32692,39.90189
1683,2008-02-02 16:21:58,116.32659,39.90225
1683,2008-02-02 16:26:58,116.32699,39.90219
1683,2008-02-02 16:31:58,116.32685,39.90135
1683,2008-02-02 16:36:57,116.327,39.9017
1683,2008-02-02 16:41:57,116.32693,39.90165
1683,2008-02-02 16:46:57,116.32688,39.90155
1683,2008-02-02 16:51:57,116.32688,39.9015
1683,2008-02-02 16:56:57,116.32686,39.90144
1683,2008-02-02 17:01:57,116.32692,39.90159
