id,time,long,lat
9362,2008-02-02 16:03:27,116.46252,39.87179
9362,2008-02-02 16:08:27,116.46266,39.87157
9362,2008-02-02 16:13:27,116.46263,39.87161
9362,2008-02-02 16:18:27,116.46262,39.87163
9362,2008-02-02 16:23:27,116.46262,39.87163
9362,2008-02-02 16:28:27,116.46263,39.8716
9362,2008-02-02 16:33:27,116.46262,39.8716
9362,2008-02-02 16:38:27,116.46238,39.87204
9362,2008-02-02 16:43:27,116.46243,39.87192
9362,2008-02-02 16:48:27,116.46254,39.87152
9362,2008-02-02 16:53:27,116.46255,39.87157
9362,2008-02-02 16:58:27,116.46253,39.87159
9362,2008-02-02 17:03:27,116.46252,39.87158
