id,time,long,lat
2937,2008-02-02 16:00:45,116.41683,39.96699
2937,2008-02-02 16:05:45,116.41691,39.96677
2937,2008-02-02 16:10:45,116.41675,39.96682
2937,2008-02-02 16:15:45,116.41674,39.96684
2937,2008-02-02 16:20:45,116.41681,39.96683
2937,2008-02-02 16:25:45,116.41603,39.96765
2937,2008-02-02 16:30:45,116.41585,39.96841
2937,2008-02-02 16:35:45,116.41654,39.96715
2937,2008-02-02 16:40:45,116.41665,39.96699
2937,2008-02-02 16:45:45,116.41668,39.96695
2937,2008-02-02 16:50:45,116.41646,39.96708
2937,2008-02-02 16:55:45,116.41655,39.96691
2937,2008-02-02 17:00:45,116.41655,39.96692
