id,time,long,lat
1148,2008-02-02 16:03:57,116.36724,39.93002
1148,2008-02-02 16:08:57,116.3715,39.92127
1148,2008-02-02 16:12:36,116.37372,39.91456
1148,2008-02-02 16:18:02,116.36896,39.91346
1148,2008-02-02 16:23:02,116.35839,39.91579
1148,2008-02-02 16:25:48,116.35086,39.91679
1148,2008-02-02 16:30:48,116.35375,39.92201
1148,2008-02-02 16:35:48,116.3539,39.91419
1148,2008-02-02 16:39:17,116.35158,39.90836
1148,2008-02-02 16:44:17,116.35139,39.9163
1148,2008-02-02 16:54:17,116.34957,39.93465
1148,2008-02-02 17:03:41,116.35185,39.97889
