id,time,long,lat
10084,2008-02-02 16:09:23,116.2148,39.90265
10084,2008-02-02 16:14:24,116.20982,39.90784
10084,2008-02-02 16:19:26,116.22278,39.90289
10084,2008-02-02 16:24:28,116.2369,39.90293
10084,2008-02-02 16:29:30,116.25062,39.89565
10084,2008-02-02 16:34:31,116.27705,39.8614
10084,2008-02-02 16:39:33,116.28609,39.83172
10084,2008-02-02 16:44:35,116.28763,39.8325
10084,2008-02-02 16:49:37,116.2807,39.83841
10084,2008-02-02 16:54:39,116.27384,39.87107
10084,2008-02-02 16:59:40,116.27173,39.87661
10084,2008-02-02 17:04:42,116.26806,39.89979
