id,time,long,lat
8970,2008-02-02 16:03:10,116.45508,39.91694
8970,2008-02-02 16:08:11,116.45496,39.87946
8970,2008-02-02 16:13:13,116.47115,39.86682
8970,2008-02-02 16:18:14,116.47633,39.84406
8970,2008-02-02 16:23:16,116.47037,39.82962
8970,2008-02-02 16:28:18,116.4745,39.82458
8970,2008-02-02 16:33:19,116.48043,39.85378
8970,2008-02-02 16:38:21,116.47125,39.86789
8970,2008-02-02 16:43:23,116.47137,39.88642
8970,2008-02-02 16:48:24,116.48335,39.88546
8970,2008-02-02 16:53:26,116.46224,39.88307
8970,2008-02-02 16:58:28,116.4417,39.88316
8970,2008-02-02 17:03:29,116.43302,39.86854
