id,time,long,lat
6817,2008-02-02 16:00:03,116.36083,39.96645
6817,2008-02-02 16:05:04,116.388,39.96714
6817,2008-02-02 16:07:55,116.39467,39.96722
6817,2008-02-02 16:10:06,116.39747,39.96734
6817,2008-02-02 16:12:57,116.40409,39.96748
6817,2008-02-02 16:15:08,116.40739,39.96763
6817,2008-02-02 16:20:09,116.41415,39.97865
6817,2008-02-02 16:23:00,116.41816,39.98159
6817,2008-02-02 16:25:11,116.41859,39.98198
6817,2008-02-02 16:28:02,116.42062,39.982
6817,2008-02-02 16:33:03,116.41832,39.97651
6817,2008-02-02 16:35:14,116.41844,39.9731
6817,2008-02-02 16:38:05,116.41842,39.97228
6817,2008-02-02 16:40:16,116.41839,39.97155
6817,2008-02-02 16:43:07,116.41846,39.97097
6817,2008-02-02 16:45:18,116.4187,39.96949
6817,2008-02-02 16:48:08,116.41863,39.96702
6817,2008-02-02 16:50:19,116.41897,39.95845
6817,2008-02-02 16:53:10,116.41345,39.95242
6817,2008-02-02 16:55:21,116.40993,39.94855
6817,2008-02-02 16:58:12,116.41033,39.94638
6817,2008-02-02 17:00:23,116.41042,39.94487
