id,time,long,lat
2041,2008-02-02 16:01:13,116.35458,39.93011
2041,2008-02-02 16:06:13,116.35406,39.93017
2041,2008-02-02 16:11:13,116.35417,39.93017
2041,2008-02-02 16:16:13,116.35482,39.92999
2041,2008-02-02 16:21:13,116.35412,39.93024
2041,2008-02-02 16:26:11,116.35422,39.9302
2041,2008-02-02 16:31:11,116.35417,39.93024
2041,2008-02-02 16:41:11,116.35413,39.93016
2041,2008-02-02 16:46:11,116.35415,39.93016
2041,2008-02-02 16:51:11,116.35419,39.93016
2041,2008-02-02 16:56:11,116.35421,39.93015
2041,2008-02-02 17:01:11,116.35419,39.93015
