id,time,long,lat
2616,2008-02-02 16:08:29,116.36853,39.89813
2616,2008-02-02 16:13:14,116.38832,39.89483
2616,2008-02-02 16:19:14,116.39148,39.87688
2616,2008-02-02 16:25:14,116.3963,39.85177
2616,2008-02-02 16:25:58,116.39675,39.85095
2616,2008-02-02 16:30:09,116.39428,39.86117
2616,2008-02-02 16:37:15,116.41313,39.86413
2616,2008-02-02 16:38:36,116.41385,39.86417
2616,2008-02-02 16:42:03,116.41477,39.88048
2616,2008-02-02 16:48:41,116.42077,39.89208
2616,2008-02-02 16:54:42,116.41482,39.8991
2616,2008-02-02 17:11:00,116.41913,39.90335
