id,time,long,lat
1414,2008-02-02 16:00:46,116.35755,39.88243
1414,2008-02-02 16:05:47,116.35748,39.88696
1414,2008-02-02 16:10:49,116.35153,39.88809
1414,2008-02-02 16:15:50,116.34427,39.89669
1414,2008-02-02 16:20:52,116.35036,39.90614
1414,2008-02-02 16:25:54,116.35035,39.91924
1414,2008-02-02 16:31:03,116.34968,39.93361
1414,2008-02-02 16:35:57,116.36128,39.93921
1414,2008-02-02 16:41:08,116.3591,39.92344
1414,2008-02-02 16:46:01,116.3525,39.91391
1414,2008-02-02 16:51:02,116.35005,39.92712
1414,2008-02-02 16:56:04,116.34495,39.93107
1414,2008-02-02 17:01:06,116.33942,39.93114
