id,time,long,lat
8604,2008-02-02 16:00:32,116.37651,39.83207
8604,2008-02-02 16:05:34,116.37259,39.83897
8604,2008-02-02 16:09:23,116.37415,39.84911
8604,2008-02-02 16:14:24,116.35491,39.85266
8604,2008-02-02 16:19:26,116.31852,39.84927
8604,2008-02-02 16:24:28,116.28827,39.86506
8604,2008-02-02 16:27:06,116.28253,39.8735
8604,2008-02-02 16:29:29,116.27728,39.87359
8604,2008-02-02 16:32:08,116.27106,39.8781
8604,2008-02-02 16:34:31,116.26901,39.88355
8604,2008-02-02 16:39:33,116.26827,39.89359
8604,2008-02-02 16:44:34,116.30495,39.89563
8604,2008-02-02 16:49:36,116.31527,39.89687
8604,2008-02-02 16:54:38,116.31451,39.89597
8604,2008-02-02 16:59:39,116.26885,39.89584
8604,2008-02-02 17:04:41,116.26977,39.87937
