id,time,long,lat
5229,2008-02-02 16:00:20,116.40691,39.98295
5229,2008-02-02 16:05:20,116.36461,39.98352
5229,2008-02-02 16:06:34,0.0,0.0
5229,2008-02-02 16:10:20,116.36263,39.97543
5229,2008-02-02 16:15:20,116.37376,39.95855
5229,2008-02-02 16:20:20,116.38061,39.99052
5229,2008-02-02 16:25:20,116.3937,39.98267
5229,2008-02-02 16:30:20,116.40568,40.0087
5229,2008-02-02 16:35:20,116.45065,39.96757
5229,2008-02-02 16:40:20,116.45528,39.94897
5229,2008-02-02 16:45:20,116.4552,39.93515
5229,2008-02-02 16:50:20,116.45573,39.95258
5229,2008-02-02 16:55:20,116.47951,39.93617
5229,2008-02-02 17:00:20,116.49,39.94902
