id,time,long,lat
4074,2008-02-02 16:04:11,116.41807,39.98221
4074,2008-02-02 16:09:11,116.44782,39.97986
4074,2008-02-02 16:14:11,116.46608,39.98797
4074,2008-02-02 16:19:11,116.46599,39.9889
4074,2008-02-02 16:24:11,116.46606,39.98889
4074,2008-02-02 16:29:11,116.46607,39.98887
4074,2008-02-02 16:34:11,116.46607,39.98866
4074,2008-02-02 16:39:11,116.46608,39.98859
4074,2008-02-02 16:44:11,116.4661,39.98858
4074,2008-02-02 16:49:11,116.46611,39.98858
4074,2008-02-02 16:54:11,116.46615,39.9886
4074,2008-02-02 16:59:11,116.46555,39.98848
4074,2008-02-02 17:09:11,116.4655,39.98851
