id,time,long,lat
6013,2008-02-02 16:00:22,116.41842,39.97171
6013,2008-02-02 16:02:42,116.41857,39.96953
6013,2008-02-02 16:05:24,116.41851,39.9683
6013,2008-02-02 16:07:44,116.41681,39.96815
6013,2008-02-02 16:10:26,116.41593,39.96808
6013,2008-02-02 16:12:46,116.42111,39.9678
6013,2008-02-02 16:15:27,116.43698,39.9635
6013,2008-02-02 16:17:47,116.43698,39.9635
6013,2008-02-02 16:20:29,116.43582,39.96473
6013,2008-02-02 16:22:49,116.42596,39.96988
6013,2008-02-02 16:25:31,116.44469,39.99915
6013,2008-02-02 16:27:51,116.4561,40.00705
6013,2008-02-02 16:30:32,116.45942,40.01154
6013,2008-02-02 16:32:52,116.45995,40.01298
6013,2008-02-02 16:37:54,116.4658,39.99011
6013,2008-02-02 16:40:36,116.47634,39.98316
6013,2008-02-02 16:42:56,116.48195,39.98757
6013,2008-02-02 16:45:37,116.48669,39.97897
6013,2008-02-02 16:47:57,116.4935,39.97812
6013,2008-02-02 16:52:59,116.4936,39.97555
6013,2008-02-02 16:55:40,116.4936,39.97555
6013,2008-02-02 16:58:01,116.4936,39.97555
6013,2008-02-02 17:00:42,116.4936,39.97555
