id,time,long,lat
7915,2008-02-02 16:00:38,116.37437,39.97537
7915,2008-02-02 16:06:38,116.35683,40.00995
7915,2008-02-02 16:12:38,116.3528,40.02897
7915,2008-02-02 16:13:58,116.3528,40.02897
7915,2008-02-02 16:17:26,116.34672,40.02855
7915,2008-02-02 16:23:26,116.3435,40.02673
7915,2008-02-02 16:29:26,116.36845,39.99383
7915,2008-02-02 16:35:26,116.38052,39.98635
7915,2008-02-02 16:41:29,116.38845,39.96207
7915,2008-02-02 16:47:29,116.39767,39.94745
7915,2008-02-02 16:53:29,116.41035,39.94482
7915,2008-02-02 16:59:29,116.4107,39.935
7915,2008-02-02 17:05:29,116.41952,39.929
