id,time,long,lat
3178,2008-02-02 16:04:49,116.46928,39.93177
3178,2008-02-02 16:09:49,116.4721,39.93012
3178,2008-02-02 16:14:49,116.47179,39.91487
3178,2008-02-02 16:19:49,116.47172,39.90737
3178,2008-02-02 16:24:49,116.47155,39.90113
3178,2008-02-02 16:29:49,116.47121,39.88761
3178,2008-02-02 16:34:49,116.47491,39.87855
3178,2008-02-02 16:44:49,116.47294,39.88101
3178,2008-02-02 16:49:49,116.47296,39.88098
3178,2008-02-02 16:54:49,116.47297,39.88099
3178,2008-02-02 16:59:49,116.47517,39.88062
3178,2008-02-02 17:04:49,116.47543,39.87968
