id,time,long,lat
7888,2008-02-02 16:03:54,116.4561,39.90599
7888,2008-02-02 16:08:54,116.45363,39.89163
7888,2008-02-02 16:13:54,116.46453,39.89238
7888,2008-02-02 16:18:54,116.45672,39.89211
7888,2008-02-02 16:23:54,116.43718,39.89356
7888,2008-02-02 16:28:54,116.42662,39.86966
7888,2008-02-02 16:33:54,116.39234,39.87016
7888,2008-02-02 16:38:54,116.35566,39.86745
7888,2008-02-02 16:48:54,116.32431,39.89571
7888,2008-02-02 16:53:54,116.3157,39.89649
7888,2008-02-02 16:58:54,116.31582,39.90614
7888,2008-02-02 17:03:54,116.33551,39.90539
