id,time,long,lat
4420,2008-02-02 16:42:18,116.2319,39.8651
4420,2008-02-02 16:43:31,116.23305,39.8599
4420,2008-02-02 16:46:44,116.23258,39.86642
4420,2008-02-02 16:47:28,116.23253,39.87063
4420,2008-02-02 16:48:51,116.23942,39.87072
4420,2008-02-02 16:49:21,116.24103,39.87065
4420,2008-02-02 16:50:47,116.24642,39.87078
4420,2008-02-02 16:55:30,116.2653,39.84493
4420,2008-02-02 16:56:03,116.26133,39.87932
4420,2008-02-02 16:56:06,116.26133,39.87932
4420,2008-02-02 16:58:15,116.27255,39.8711
4420,2008-02-02 17:03:15,116.35118,39.16333
